PM10,SO2,NO2,CO,O3,TEMP,RAIN,WSPM,year,month,day,hour,dayofweek
45.0,6.0,59.0,600.0,42.0,0.75,0,1.7,2017,1,14,18,5
51.0,11.0,71.0,1000.0,19.0,-0.1,0,1.4,2017,1,14,19,5
66.0,37.0,93.0,1900.0,22.0,-0.575,0,2.3,2017,1,14,20,5
84.0,19.0,88.0,1600.0,8.0,-1.4,0,1.9,2017,1,14,21,5
79.0,11.0,80.0,1000.0,17.0,-1.925,0,2.0,2017,1,14,22,5
71.0,17.0,61.0,1100.0,29.0,-2.65,0,2.0,2017,1,14,23,5
59.0,5.0,59.0,900.0,28.0,-3.5,0,1.4,2017,1,15,0,6
47.0,15.0,54.0,800.0,29.0,-4.0,0,0.6,2017,1,15,1,6
50.0,14.0,60.0,1100.0,17.0,-4.725,0,0.7,2017,1,15,2,6
39.0,3.0,48.0,600.0,33.0,-4.825,0,1.2,2017,1,15,3,6
40.0,14.0,62.0,700.0,67.0,-4.95,0,1.6,2017,1,15,4,6
41.0,4.0,46.0,800.0,30.0,-4.05,0,1.6,2017,1,15,5,6
36.0,14.0,35.0,600.0,54.0,-4.075,0,0.7,2017,1,15,6,6
35.0,8.0,37.0,500.0,53.0,-4.125,0,1.3,2017,1,15,7,6
39.0,2.0,32.0,500.0,44.0,-4.25,0,1.4,2017,1,15,8,6
42.0,14.0,30.0,500.0,48.0,-4.025,0,2.3,2017,1,15,9,6
52.0,14.0,55.0,700.0,38.0,-3.675,0,2.7,2017,1,15,10,6
37.0,9.0,45.0,700.0,40.0,-2.66,0,1.8,2017,1,15,11,6
54.0,16.0,34.0,600.0,60.0,-1.83333333333333,0,2.9,2017,1,15,12,6
57.0,22.0,37.0,600.0,65.0,-1.35,0,3.3,2017,1,15,13,6
64.0,19.0,40.0,700.0,60.0,-1.06,0,3.2,2017,1,15,14,6
69.0,12.0,43.0,800.0,61.0,-0.866666666666667,0,1.9,2017,1,15,15,6
72.0,11.0,48.0,700.0,61.0,-0.8,0,1.9,2017,1,15,16,6
92.0,9.0,76.0,1200.0,28.0,-1.425,0,1.0,2017,1,15,17,6
92.0,3.0,81.0,1200.0,14.0,-2.0,0,0.6,2017,1,15,18,6
96.0,11.0,81.0,1300.0,17.0,-3.5,0,0.5,2017,1,15,19,6
94.0,15.0,82.0,1400.0,22.0,-4.175,0,1.9,2017,1,15,20,6
84.0,12.0,89.0,1500.0,22.0,-3.825,0,1.5,2017,1,15,21,6
89.0,5.0,87.0,1500.0,20.0,-4.1,0,1.5,2017,1,15,22,6
82.0,17.0,87.0,1400.0,11.0,-4.2,0,1.4,2017,1,15,23,6
98.0,14.0,88.0,1600.0,22.0,-3.75,0,1.4,2017,1,16,0,0
103.0,8.0,81.0,1500.0,14.0,-3.425,0,1.2,2017,1,16,1,0
96.0,16.0,71.0,1600.0,17.0,-3.275,0,1.5,2017,1,16,2,0
90.0,20.0,78.0,1600.0,13.0,-3.2,0,2.0,2017,1,16,3,0
113.0,19.0,85.0,1800.0,55.0,-3.35,0,1.3,2017,1,16,4,0
95.0,19.0,81.0,1900.0,13.0,-3.55,0,1.4,2017,1,16,5,0
96.0,15.0,84.0,1900.0,24.0,-3.525,0,1.3,2017,1,16,6,0
101.0,21.0,82.0,1900.0,21.0,-3.45,0,1.8,2017,1,16,7,0
103.0,21.0,81.0,1800.0,23.0,-3.225,0,1.2,2017,1,16,8,0
100.0,23.0,84.0,1800.0,18.0,-3.1,0,1.7,2017,1,16,9,0
66.0,27.0,73.0,1500.0,22.0,-2.65,0,1.5,2017,1,16,10,0
60.0,27.0,61.0,1000.0,25.0,-2.08,0,1.7,2017,1,16,11,0
72.0,31.0,66.0,1000.0,32.0,-0.933333333333333,0,1.4,2017,1,16,12,0
71.0,28.0,72.0,1000.0,25.0,-0.525,0,2.8,2017,1,16,13,0
102.0,14.0,69.0,1400.0,33.0,-0.38,0,1.5,2017,1,16,14,0
104.0,13.0,71.0,1500.0,30.0,-0.266666666666667,0,1.9,2017,1,16,15,0
116.0,20.0,78.0,1600.0,20.0,0.05,0,1.7,2017,1,16,16,0
113.0,11.0,82.0,1500.0,24.0,-0.15,0,2.2,2017,1,16,17,0
122.0,19.0,90.0,1700.0,16.0,-0.45,0,1.4,2017,1,16,18,0
125.0,18.0,94.0,1800.0,16.0,-0.7,0,1.6,2017,1,16,19,0
130.0,19.0,97.0,2100.0,17.0,-0.7,0,1.4,2017,1,16,20,0
143.0,26.0,98.0,2500.0,26.0,-0.9,0,1.0,2017,1,16,21,0
138.0,24.0,91.0,2800.0,25.0,-1.175,0,1.4,2017,1,16,22,0
120.0,24.0,90.0,2600.0,13.0,-1.2,0,1.0,2017,1,16,23,0
145.0,19.0,93.0,2700.0,17.0,-1.2,0,1.4,2017,1,17,0,1
141.0,18.0,93.0,2900.0,19.0,-1.3,0,1.6,2017,1,17,1,1
146.0,24.0,81.0,3100.0,27.0,-1.475,0,0.9,2017,1,17,2,1
133.0,21.0,86.0,2800.0,22.0,-1.525,0,1.1,2017,1,17,3,1
141.0,23.0,86.0,2800.0,26.0,-1.7,0,1.4,2017,1,17,4,1
131.0,26.0,76.0,2500.0,16.0,-1.65,0,1.2,2017,1,17,5,1
120.0,20.0,78.0,2400.0,14.0,-1.775,0,1.5,2017,1,17,6,1
133.0,23.0,75.0,1300.0,20.0,-1.9,0,1.0,2017,1,17,7,1
148.0,25.0,85.0,2600.0,30.0,-1.9,0,1.2,2017,1,17,8,1
168.0,25.0,88.0,3100.0,28.0,-1.8,0,1.4,2017,1,17,9,1
168.0,32.0,87.0,3400.0,32.0,-1.35,0,1.6,2017,1,17,10,1
161.0,39.0,80.0,2900.0,26.0,-0.78,0,1.3,2017,1,17,11,1
158.0,41.0,74.0,2100.0,33.0,-0.266666666666667,0,0.8,2017,1,17,12,1
154.0,43.0,62.0,1400.0,54.0,0.35,0,1.4,2017,1,17,13,1
145.0,43.0,61.0,1300.0,64.0,0.96,0,1.0,2017,1,17,14,1
137.0,28.0,58.0,1100.0,60.0,1.83333333333333,0,1.8,2017,1,17,15,1
129.0,31.0,77.0,1200.0,46.0,1.725,0,1.9,2017,1,17,16,1
151.0,32.0,105.0,1800.0,30.0,1.3,0,1.1,2017,1,17,17,1
174.0,19.0,110.0,1900.0,22.0,0.35,0,1.4,2017,1,17,18,1
174.0,32.0,109.0,1800.0,22.0,-0.225,0,1.9,2017,1,17,19,1
167.0,25.0,109.0,1600.0,26.0,-1.15,0,1.2,2017,1,17,20,1
170.0,24.0,106.0,1400.0,23.0,-2.25,0,1.0,2017,1,17,21,1
171.0,32.0,110.0,100.0,29.0,-3.075,0,0.7,2017,1,17,22,1
172.0,36.0,101.0,900.0,18.0,-3.875,0,0.4,2017,1,17,23,1
73.0,19.0,75.0,900.0,29.0,-4.2,0,1.2,2017,1,18,0,2
43.0,10.0,44.0,900.0,36.0,-4.2,0,1.4,2017,1,18,1,2
79.0,14.0,72.0,900.0,21.0,-4.2,0,0.7,2017,1,18,2,2
57.0,19.0,62.0,900.0,23.0,-5.3,0,1.3,2017,1,18,3,2
44.0,17.0,57.0,900.0,42.0,-5.325,0,2.1,2017,1,18,4,2
34.0,11.0,54.0,900.0,34.0,-4.475,0,1.6,2017,1,18,5,2
33.0,5.0,44.0,900.0,39.0,-4.7,0,2.2,2017,1,18,6,2
33.0,10.0,47.0,900.0,39.0,-5.1,0,1.6,2017,1,18,7,2
30.0,14.0,49.0,900.0,35.0,-5.4625,0,1.9,2017,1,18,8,2
44.0,3.0,2.0,900.0,31.0,-4.9,0,3.2,2017,1,18,9,2
37.0,5.0,39.0,900.0,54.0,-2.96666666666667,0,2.7,2017,1,18,10,2
26.0,5.0,27.0,500.0,48.0,-1.8,0,2.9,2017,1,18,11,2
22.0,5.0,29.0,400.0,50.0,-0.75,0,2.1,2017,1,18,12,2
21.0,4.0,28.0,400.0,54.0,0.225,0,1.0,2017,1,18,13,2
31.0,6.0,37.0,500.0,49.0,0.94,0,0.4,2017,1,18,14,2
51.0,8.0,51.0,700.0,43.0,1.63333333333333,0,1.2,2017,1,18,15,2
66.0,11.0,68.0,800.0,33.0,1.25,0,1.4,2017,1,18,16,2
80.0,14.0,79.0,900.0,23.0,1.0,0,1.8,2017,1,18,17,2
77.0,11.0,87.0,900.0,11.0,0.55,0,1.1,2017,1,18,18,2
67.0,11.0,86.0,900.0,10.0,0.0,0,0.9,2017,1,18,19,2
67.0,11.0,81.0,100.0,12.0,-0.75,0,1.1,2017,1,18,20,2
75.0,11.0,86.0,1100.0,8.0,-1.575,0,0.7,2017,1,18,21,2
71.0,12.0,84.0,100.0,10.0,-2.55,0,0.9,2017,1,18,22,2
77.0,12.0,86.0,900.0,9.0,-3.55,0,0.7,2017,1,18,23,2
79.0,17.0,90.0,1100.0,9.0,-2.9,0,1.2,2017,1,19,0,3
98.0,23.0,95.0,1800.0,9.0,-1.925,0,1.5,2017,1,19,1,3
101.0,29.0,96.0,2600.0,10.0,-1.7,0,1.0,2017,1,19,2,3
101.0,33.0,97.0,3300.0,11.0,13.58460741756848,0,1.4,2017,1,19,3,3
149.0,36.0,97.0,3400.0,54.0,13.58460741756848,0,1.4,2017,1,19,4,3
135.0,27.0,84.0,2800.0,18.0,13.58460741756848,0,1.4,2017,1,19,5,3
135.0,21.0,83.0,2700.0,14.0,13.58460741756848,0,1.4,2017,1,19,6,3
132.0,17.0,80.0,2900.0,14.0,13.58460741756848,0,1.4,2017,1,19,7,3
128.0,16.0,81.0,2800.0,15.0,13.58460741756848,0,1.1,2017,1,19,8,3
107.0,21.0,81.0,2400.0,17.0,-2.85,0,3.3,2017,1,19,9,3
114.0,18.0,27.0,700.0,50.0,-1.425,0,6.6,2017,1,19,10,3
119.0,8.0,10.0,400.0,69.0,-0.825,0,6.8,2017,1,19,11,3
106.0,5.0,8.0,300.0,76.0,-0.775,0,6.6,2017,1,19,12,3
120.0,4.0,7.0,300.0,81.0,-0.8,0,8.6,2017,1,19,13,3
65.0,4.0,6.0,300.0,83.0,-1.26,0,8.3,2017,1,19,14,3
67.0,4.0,6.0,300.0,85.0,-1.43333333333333,0,5.9,2017,1,19,15,3
62.0,4.0,7.0,300.0,84.0,-1.95,0,5.4,2017,1,19,16,3
69.0,4.0,9.0,300.0,83.0,-2.75,0,5.0,2017,1,19,17,3
62.0,5.0,10.0,300.0,81.0,-3.975,0,3.7,2017,1,19,18,3
42.0,5.0,13.0,300.0,75.0,-4.875,0,5.0,2017,1,19,19,3
33.0,6.0,17.0,400.0,70.0,-5.56,0,4.4,2017,1,19,20,3
21.0,6.0,15.0,400.0,71.0,-6.0,0,4.5,2017,1,19,21,3
14.0,7.0,16.0,400.0,68.0,-6.575,0,2.9,2017,1,19,22,3
15.0,7.0,18.0,400.0,66.0,-6.825,0,3.2,2017,1,19,23,3
10.0,6.0,18.0,400.0,66.0,-7.05,0,2.9,2017,1,20,0,4
11.0,6.0,19.0,400.0,63.0,-7.425,0,1.9,2017,1,20,1,4
11.0,5.0,15.0,300.0,65.0,-7.425,0,4.6,2017,1,20,2,4
11.0,6.0,14.0,400.0,65.0,-6.775,0,4.3,2017,1,20,3,4
9.0,5.0,13.0,300.0,85.0,-6.7,0,3.0,2017,1,20,4,4
16.0,5.0,12.0,300.0,69.0,-6.95,0,3.1,2017,1,20,5,4
15.0,7.0,15.0,400.0,68.0,-7.075,0,2.0,2017,1,20,6,4
18.0,8.0,25.0,400.0,58.0,-7.45,0,1.6,2017,1,20,7,4
20.0,10.0,31.0,500.0,52.0,-7.9,0,1.5,2017,1,20,8,4
18.0,13.0,31.0,600.0,53.0,-7.0,0,1.8,2017,1,20,9,4
25.0,11.0,37.0,700.0,49.0,-5.7,0,2.0,2017,1,20,10,4
26.0,9.0,35.0,700.0,53.0,-4.34,0,0.8,2017,1,20,11,4
21.0,9.0,33.0,700.0,57.0,-2.93333333333333,0,1.1,2017,1,20,12,4
20.0,7.0,26.0,600.0,67.0,-1.975,0,1.2,2017,1,20,13,4
19.0,7.0,30.0,600.0,66.0,-1.42,0,2.8,2017,1,20,14,4
31.0,8.0,39.0,700.0,59.0,-0.533333333333333,0,3.1,2017,1,20,15,4
54.0,10.0,40.0,700.0,63.0,-0.45,0,3.4,2017,1,20,16,4
36.0,9.0,37.0,600.0,67.0,-0.95,0,2.7,2017,1,20,17,4
27.0,9.0,45.0,700.0,61.0,-2.075,0,2.6,2017,1,20,18,4
59.0,10.0,52.0,800.0,56.0,-2.875,0,2.5,2017,1,20,19,4
59.0,11.0,56.0,900.0,56.0,-3.825,0,1.5,2017,1,20,20,4
65.0,12.0,64.0,100.0,45.0,-4.45,0,1.5,2017,1,20,21,4
64.0,18.0,68.0,100.0,39.0,-4.85,0,1.0,2017,1,20,22,4
80.0,21.0,74.0,1100.0,32.0,-5.775,0,1.1,2017,1,20,23,4
83.0,19.0,85.0,1200.0,20.0,-6.425,0,1.4,2017,1,21,0,5
97.0,27.0,98.0,2100.0,16.0,-6.2,0,2.4,2017,1,21,1,5
108.0,43.0,98.0,2800.0,17.0,-6.6,0,0.9,2017,1,21,2,5
112.0,38.0,89.0,2900.0,19.0,-7.825,0,1.4,2017,1,21,3,5
93.0,36.0,87.0,2400.0,69.0,-8.85,0,1.6,2017,1,21,4,5
69.0,30.0,84.0,1700.0,14.0,-9.1,0,1.2,2017,1,21,5,5
57.0,18.0,58.0,900.0,35.0,-8.225,0,3.1,2017,1,21,6,5
38.0,9.0,28.0,500.0,63.0,-2.775,0,1.5,2017,1,21,7,5
34.0,7.0,19.0,400.0,71.0,-2.975,0,2.1,2017,1,21,8,5
32.0,6.0,16.0,400.0,73.0,-2.725,0,3.8,2017,1,21,9,5
21.0,6.0,10.0,300.0,78.0,-2.05,0,4.4,2017,1,21,10,5
37.0,5.0,8.0,300.0,81.0,-1.06,0,5.7,2017,1,21,11,5
38.0,4.0,7.0,300.0,81.0,-0.633333333333333,0,5.2,2017,1,21,12,5
54.0,4.0,6.0,300.0,82.0,-0.5,0,4.9,2017,1,21,13,5
39.0,4.0,5.0,300.0,80.0,-0.4,0,5.4,2017,1,21,14,5
38.0,3.0,5.0,300.0,79.0,-0.133333333333333,0,4.7,2017,1,21,15,5
35.0,3.0,6.0,300.0,79.0,-0.34,0,4.7,2017,1,21,16,5
35.0,3.0,7.0,300.0,77.0,-1.15,0,3.8,2017,1,21,17,5
29.0,3.0,14.0,400.0,70.0,-1.9,0,3.5,2017,1,21,18,5
28.0,6.0,18.0,500.0,65.0,-2.375,0,3.8,2017,1,21,19,5
28.0,10.0,17.0,600.0,66.0,-3.275,0,2.2,2017,1,21,20,5
18.0,11.0,21.0,600.0,61.0,-4.3,0,1.8,2017,1,21,21,5
14.0,8.0,31.0,500.0,51.0,-4.925,0,1.7,2017,1,21,22,5
21.0,7.0,36.0,500.0,45.0,-4.975,0,1.2,2017,1,21,23,5
20.0,8.0,41.0,500.0,38.0,-6.0,0,1.0,2017,1,22,0,6
13.0,17.0,47.0,700.0,35.0,-7.275,0,2.0,2017,1,22,1,6
21.0,8.0,45.0,700.0,34.0,-7.3,0,1.6,2017,1,22,2,6
19.0,9.0,31.0,600.0,47.0,-8.325,0,2.0,2017,1,22,3,6
22.0,8.0,37.0,600.0,82.0,-8.45,0,2.1,2017,1,22,4,6
15.0,10.0,40.0,700.0,31.0,-7.6,0,1.8,2017,1,22,5,6
26.0,11.0,62.0,100.0,13.0,-7.95,0,1.7,2017,1,22,6,6
27.0,14.0,59.0,900.0,20.0,-8.25,0,2.3,2017,1,22,7,6
24.0,8.0,64.0,800.0,11.0,-7.825,0,1.6,2017,1,22,8,6
11.0,7.0,46.0,700.0,31.0,-7.3,0,2.7,2017,1,22,9,6
25.0,7.0,29.0,700.0,49.0,-5.975,0,2.3,2017,1,22,10,6
21.0,7.0,25.0,600.0,55.0,-4.775,0,1.2,2017,1,22,11,6
16.0,5.0,23.0,600.0,60.0,-3.525,0,1.9,2017,1,22,12,6
25.0,5.0,27.0,600.0,60.0,-2.125,0,1.3,2017,1,22,13,6
26.0,6.0,37.0,700.0,55.0,-0.66,0,1.2,2017,1,22,14,6
29.0,7.0,52.0,900.0,44.0,0.0333333333333333,0,1.8,2017,1,22,15,6
44.0,11.0,54.0,900.0,48.0,0.175,0,2.0,2017,1,22,16,6
67.0,15.0,45.0,900.0,65.0,-0.075,0,1.7,2017,1,22,17,6
89.0,16.0,56.0,1100.0,59.0,-0.925,0,1.0,2017,1,22,18,6
98.0,20.0,68.0,1200.0,47.0,-1.6,0,2.4,2017,1,22,19,6
46.0,18.0,90.0,1300.0,12.0,-2.82,0,1.7,2017,1,22,20,6
41.0,16.0,83.0,1100.0,14.0,-3.96666666666667,0,1.3,2017,1,22,21,6
34.0,18.0,87.0,100.0,11.0,-5.325,0,1.4,2017,1,22,22,6
26.0,13.0,58.0,800.0,30.0,-6.275,0,0.9,2017,1,22,23,6
24.0,16.0,42.0,700.0,40.0,-7.275,0,1.6,2017,1,23,0,0
36.0,14.0,38.0,800.0,41.0,-6.975,0,1.2,2017,1,23,1,0
20.0,11.0,32.0,700.0,44.0,-7.475,0,1.4,2017,1,23,2,0
17.0,12.0,31.0,600.0,45.0,-7.9,0,1.2,2017,1,23,3,0
15.0,10.0,29.0,700.0,65.0,-9.2,0,1.3,2017,1,23,4,0
14.0,11.0,28.0,600.0,47.0,-9.575,0,1.8,2017,1,23,5,0
14.0,13.0,33.0,600.0,42.0,-8.925,0,1.3,2017,1,23,6,0
16.0,7.0,36.0,600.0,38.0,-8.95,0,0.7,2017,1,23,7,0
15.0,5.0,38.0,600.0,37.0,-9.35,0,1.5,2017,1,23,8,0
15.0,6.0,39.0,700.0,36.0,-7.775,0,1.7,2017,1,23,9,0
20.0,7.0,42.0,800.0,36.0,-5.725,0,1.8,2017,1,23,10,0
21.0,7.0,28.0,600.0,54.0,-4.18,0,1.6,2017,1,23,11,0
16.0,5.0,22.0,600.0,63.0,-2.86666666666667,0,1.9,2017,1,23,12,0
21.0,5.0,25.0,500.0,63.0,-1.725,0,2.0,2017,1,23,13,0
23.0,8.0,32.0,600.0,61.0,-0.72,0,1.1,2017,1,23,14,0
36.0,3.0,41.0,800.0,53.0,-0.3,0,2.3,2017,1,23,15,0
45.0,13.0,2.0,900.0,65.0,0.025,0,0.8,2017,1,23,16,0
48.0,15.0,62.0,900.0,43.0,-0.325,0,1.3,2017,1,23,17,0
58.0,14.0,65.0,100.0,38.0,-1.5,0,2.0,2017,1,23,18,0
72.0,16.0,85.0,1300.0,19.0,-2.35,0,1.4,2017,1,23,19,0
89.0,22.0,91.0,1600.0,19.0,-3.2,0,1.2,2017,1,23,20,0
95.0,25.0,96.0,1800.0,17.0,-4.53333333333333,0,1.1,2017,1,23,21,0
98.0,19.0,98.0,1900.0,13.0,-5.325,0,0.0,2017,1,23,22,0
118.0,62.0,109.0,2900.0,63.0,-6.175,0,0.8,2017,1,23,23,0
116.0,66.0,108.0,300.0,18.0,-6.96666666666667,0,0.8,2017,1,24,0,1
121.0,57.0,106.0,3200.0,63.0,-7.825,0,0.3,2017,1,24,1,1
90.0,55.0,99.0,2800.0,15.0,-8.55,0,1.2,2017,1,24,2,1
122.0,59.0,100.0,3700.0,17.0,-8.6,0,1.3,2017,1,24,3,1
108.0,47.0,95.0,4200.0,63.0,-8.7,0,1.2,2017,1,24,4,1
100.0,44.0,82.0,3700.0,19.0,-9.7,0,0.7,2017,1,24,5,1
86.0,32.0,75.0,2600.0,14.0,-9.54,0,1.4,2017,1,24,6,1
51.0,22.0,65.0,1800.0,13.0,-8.4,0,1.2,2017,1,24,7,1
27.0,14.0,52.0,1000.0,63.0,-8.475,0,1.7,2017,1,24,8,1
31.0,12.0,42.0,900.0,30.0,-6.8,0,1.7,2017,1,24,9,1
36.0,19.0,38.0,100.0,40.0,-4.5,0,1.3,2017,1,24,10,1
57.0,17.0,52.0,1400.0,33.0,-2.68,0,1.2,2017,1,24,11,1
62.0,20.0,62.0,1500.0,63.0,-0.933333333333333,0,1.5,2017,1,24,12,1
73.0,23.0,68.0,1600.0,41.0,0.25,0,1.6,2017,1,24,13,1
74.0,24.0,74.0,1000.0,44.0,1.64,0,0.9,2017,1,24,14,1
93.0,27.0,84.0,1600.0,49.0,1.9,0,2.2,2017,1,24,15,1
123.0,35.0,113.0,2300.0,36.0,1.875,0,2.0,2017,1,24,16,1
120.0,39.0,116.0,2300.0,49.0,2.0,0,1.3,2017,1,24,17,1
126.0,36.0,125.0,2400.0,26.0,0.875,0,1.0,2017,1,24,18,1
133.0,38.0,124.0,2600.0,27.0,-0.15,0,0.9,2017,1,24,19,1
137.0,38.0,121.0,2600.0,49.0,-1.075,0,1.0,2017,1,24,20,1
128.0,38.0,112.0,2500.0,49.0,-1.35,0,1.0,2017,1,24,21,1
120.0,40.0,95.0,2400.0,49.0,-0.9,0,0.7,2017,1,24,22,1
128.0,45.0,100.0,2400.0,49.0,-1.65,0,0.9,2017,1,24,23,1
134.0,46.0,106.0,2500.0,29.0,-2.125,0,0.8,2017,1,25,0,2
159.0,45.0,123.0,3700.0,26.0,-3.35,0,1.0,2017,1,25,1,2
180.0,26.0,122.0,4400.0,28.0,-4.65,0,1.6,2017,1,25,2,2
202.0,36.0,121.0,5200.0,33.0,-5.325,0,0.8,2017,1,25,3,2
220.0,47.0,120.0,5500.0,49.0,-6.65,0,0.0,2017,1,25,4,2
208.0,40.0,108.0,500.0,35.0,-7.225,0,1.2,2017,1,25,5,2
191.0,35.0,107.0,4500.0,31.0,-6.975,0,1.3,2017,1,25,6,2
156.0,33.0,100.0,3800.0,25.0,-6.425,0,1.3,2017,1,25,7,2
160.0,37.0,114.0,4200.0,26.0,-6.1,0,1.6,2017,1,25,8,2
154.0,48.0,117.0,4100.0,49.0,-5.33333333333333,0,1.6,2017,1,25,9,2
164.0,61.0,114.0,4200.0,30.0,-3.66666666666667,0,1.7,2017,1,25,10,2
136.0,54.0,91.0,300.0,32.0,-1.625,0,2.2,2017,1,25,11,2
143.0,47.0,83.0,2800.0,44.0,-0.475,0,1.9,2017,1,25,12,2
150.0,45.0,84.0,2700.0,54.0,0.75,0,0.6,2017,1,25,13,2
87.0,9.0,53.0,900.0,42.0,1.9,0,1.2,2017,1,25,14,2
164.0,47.0,100.0,2800.0,57.0,2.75,0,1.9,2017,1,25,15,2
162.0,46.0,112.0,2800.0,50.0,2.66666666666667,0,1.7,2017,1,25,16,2
176.0,49.0,132.0,300.0,37.0,2.1,0,1.5,2017,1,25,17,2
200.0,48.0,139.0,3300.0,30.0,0.675,0,0.6,2017,1,25,18,2
194.0,44.0,113.0,300.0,42.0,-1.175,0,0.0,2017,1,25,19,2
208.0,41.0,110.0,3100.0,43.0,-2.8,0,0.0,2017,1,25,20,2
224.0,35.0,118.0,3400.0,57.0,-3.8,0,0.0,2017,1,25,21,2
236.0,32.0,130.0,3600.0,57.0,-4.575,0,0.0,2017,1,25,22,2
253.0,30.0,128.0,4300.0,57.0,-4.825,0,1.0,2017,1,25,23,2
260.0,22.0,122.0,4300.0,57.0,-4.425,0,1.5,2017,1,26,0,3
269.0,20.0,124.0,5200.0,57.0,-3.95,0,1.3,2017,1,26,1,3
295.0,22.0,120.0,5400.0,57.0,-3.95,0,1.8,2017,1,26,2,3
321.0,26.0,120.0,5900.0,57.0,-3.125,0,1.1,2017,1,26,3,3
326.0,28.0,121.0,600.0,57.0,-3.4,0,0.9,2017,1,26,4,3
318.0,28.0,113.0,5900.0,42.0,-3.525,0,0.9,2017,1,26,5,3
288.0,32.0,114.0,5400.0,37.0,-3.525,0,1.6,2017,1,26,6,3
246.0,38.0,117.0,4600.0,57.0,-3.425,0,1.9,2017,1,26,7,3
238.0,44.0,120.0,4300.0,29.0,-2.925,0,1.3,2017,1,26,8,3
248.0,54.0,116.0,4400.0,31.0,-2.575,0,1.6,2017,1,26,9,3
262.0,59.0,109.0,4300.0,34.0,-1.825,0,0.9,2017,1,26,10,3
270.0,60.0,101.0,3900.0,38.0,-0.98,0,1.8,2017,1,26,11,3
259.0,71.0,108.0,4000.0,57.0,-0.0666666666666667,0,1.5,2017,1,26,12,3
209.0,72.0,93.0,3300.0,57.0,1.95,0,1.8,2017,1,26,13,3
148.0,34.0,40.0,1300.0,59.0,5.9,0,3.5,2017,1,26,14,3
75.0,18.0,27.0,800.0,71.0,8.375,0,3.5,2017,1,26,15,3
64.0,5.0,10.0,300.0,87.0,9.16666666666667,0,4.6,2017,1,26,16,3
74.0,5.0,11.0,300.0,88.0,7.875,0,5.0,2017,1,26,17,3
45.0,4.0,9.0,300.0,88.0,5.925,0,4.5,2017,1,26,18,3
11.0,5.0,12.0,300.0,88.0,4.325,0,3.0,2017,1,26,19,3
11.0,5.0,14.0,300.0,88.0,3.5,0,4.7,2017,1,26,20,3
7.0,4.0,13.0,300.0,88.0,2.575,0,4.4,2017,1,26,21,3
5.0,8.0,15.0,400.0,88.0,1.725,0,2.9,2017,1,26,22,3
10.0,11.0,16.0,400.0,88.0,-2.77555756156289e-17,0,1.4,2017,1,26,23,3
11.0,10.0,16.0,400.0,88.0,-1.275,0,1.5,2017,1,27,0,4
11.0,8.0,18.0,400.0,88.0,-1.325,0,0.3,2017,1,27,1,4
13.0,12.0,22.0,600.0,88.0,-1.85,0,0.8,2017,1,27,2,4
10.0,9.0,20.0,400.0,88.0,-1.75,0,1.3,2017,1,27,3,4
6.0,7.0,12.0,300.0,88.0,-3.6,0,0.7,2017,1,27,4,4
9.0,8.0,12.0,300.0,73.0,-3.275,0,1.5,2017,1,27,5,4
11.0,12.0,16.0,400.0,67.0,-2.875,0,0.8,2017,1,27,6,4
11.0,12.0,27.0,500.0,55.0,-3.925,0,0.7,2017,1,27,7,4
11.0,13.0,25.0,500.0,53.0,-5.65,0,1.2,2017,1,27,8,4
20.0,16.0,48.0,600.0,32.0,-3.825,0,1.6,2017,1,27,9,4
24.0,18.0,31.0,700.0,56.0,-0.9,0,3.9,2017,1,27,10,4
40.0,22.0,24.0,700.0,69.0,0.8,0,5.3,2017,1,27,11,4
51.0,22.0,17.0,600.0,84.0,1.6,0,5.1,2017,1,27,12,4
60.0,15.0,17.0,700.0,93.0,13.58460741756848,0,1.4,2017,1,27,13,4
67.0,13.0,17.0,600.0,96.0,13.58460741756848,0,1.4,2017,1,27,14,4
76.0,16.0,17.0,600.0,100.0,13.58460741756848,0,5.4,2017,1,27,15,4
81.0,19.0,19.0,600.0,102.0,3.575,0,4.0,2017,1,27,16,4
71.0,20.0,22.0,700.0,103.0,2.64,0,4.2,2017,1,27,17,4
87.0,21.0,34.0,800.0,87.0,1.43333333333333,0,2.0,2017,1,27,18,4
117.0,28.0,41.0,900.0,85.0,0.775,0,1.4,2017,1,27,19,4
166.0,38.0,52.0,100.0,74.0,0.64,0,2.8,2017,1,27,20,4
229.0,57.0,60.0,1100.0,71.0,0.233333333333333,0,2.2,2017,1,27,21,4
315.0,72.0,74.0,1200.0,63.0,0.6,0,1.8,2017,1,27,22,4
329.0,76.0,73.0,1400.0,68.0,0.575,0,1.4,2017,1,27,23,4
377.0,88.0,75.0,1600.0,68.0,-0.725,0,2.0,2017,1,28,0,5
815.0,155.0,94.0,2100.0,80.0,-0.525,0,0.8,2017,1,28,1,5
773.0,161.0,95.0,2600.0,82.0,-2.975,0,1.4,2017,1,28,2,5
799.0,155.0,92.0,2900.0,85.0,-4.0,0,1.5,2017,1,28,3,5
815.0,159.0,93.0,300.0,103.0,-3.5,0,1.8,2017,1,28,4,5
858.0,164.0,95.0,3500.0,125.0,-3.275,0,2.0,2017,1,28,5,5
754.0,146.0,92.0,3600.0,110.0,-3.15,0,1.7,2017,1,28,6,5
491.0,104.0,83.0,2800.0,66.0,-2.8,0,1.8,2017,1,28,7,5
